,column_id,display_name,description
764,oanba4,Total number of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
765,oardnba4,"Obstructive Apnea Index (NREM, Supine): (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
766,avoanba4,Average duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
767,mnoanba4,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
768,mxoanba4,Maximum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
769,oanoa4,Total number of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
770,oardnoa4,"Obstructive Apnea Index (NREM, Non-Supine): (Obstructive apneas with >= 4% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
771,avoanoa4,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
772,mnoanoa4,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
773,mxoanoa4,Maximum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 4% oxygen desaturation or with arousal from type II polysomnography,
774,mxdrba4,Maximum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 4% from type II polysomnography,
775,mxdroa4,Maximum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 4% from type II polysomnography,
776,mxdnba4,Maximum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 4% from type II polysomnography,
777,mxdnoa4,Maximum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 4% from type II polysomnography,
778,avdrba4,Average oxygen desaturation for all respiratory events with >= 4% desat or arousal in REM sleep in supine position: Apneas with >= 4% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or arousal from type II polysomnography,
779,avdroa4,Average oxygen desaturation for all respiratory events with >= 4% desat or arousal in REM sleep in non-supine position: Apneas with >= 4% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or arousal from type II polysomnography,
780,avdnba4,Average oxygen desaturation for all respiratory events with >= 4% desat or arousal in NREM sleep in supine position: Apneas with >= 4% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or arousal from type II polysomnography,
781,avdnoa4,Average oxygen desaturation for all respiratory events with >= 4% desat or arousal in NREM sleep in non-supine position: Apneas with >= 4% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 4% oxygen desaturation or arousal from type II polysomnography,
782,mndrba4,Minimum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 4% from type II polysomnography,
783,mndroa4,Minimum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 4% from type II polysomnography,
784,mndnba4,Minimum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 4% from type II polysomnography,
785,mndnoa4,Minimum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 4% from type II polysomnography,
786,hrembp5,Total number of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
787,rdirbp5,"Hypopnea Index (REM, Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
788,avhrbp5,Average duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
789,mnhrbp5,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
790,mxhrbp5,Maximum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
791,hrop5,Total number of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
792,rdirop5,"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
793,avhrop5,Average duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
794,mnhrop5,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
795,mxhrop5,Maximum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
796,hnrbp5,Total number of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
797,rdinbp5,"Hypopnea Index (NREM, Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
798,avhnbp5,Average duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
799,mnhnbp5,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
800,mxhnbp5,Maximum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
801,hnrop5,Total number of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
802,rdinop5,"Hypopnea Index (NREM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
803,avhnop5,Average duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal  from type II polysomnography,
804,mnhnop5,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
805,mxhnop5,Maximum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
806,carbp5,Total number of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
807,cardrbp5,"Central Apnea Index (REM, Supine): (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
808,avcarbp5,Average duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
809,mncarbp5,Minimum duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
810,mxcarbp5,Maximum duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
811,carop5,Total number of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
812,cardrop5,"Central Apnea Index (REM, Non-Supine): (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
813,avcarop5,Average duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
814,mncarop5,Minimum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
815,mxcarop5,Maximum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
816,canbp5,Total number of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
817,cardnbp5,"Central Apnea Index (NREM, Supine): (Central apneas with >=5% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
818,avcanbp5,Average duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
819,mncanbp5,Minimum duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
820,mxcanbp5,Maximum duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
821,canop5,Total number of central apnea in NREM sleep in non-supine position: Central apneas with >=5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
822,cardnop5,Central Apnea Index (NREM): (Central apneas with >= 5% oxygen desaturation and with or without arousal) / hour of sleep from type II polysomnography,Calculated - Summary metric of sleep disordered breathing events
823,avcanop5,Average duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
824,mncanop5,Minimum duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
825,mxcanop5,Maximum duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used and with or without arousal from type II polysomnography,
826,oarbp5,Total number of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
827,oardrbp5,"Obstructive Apnea Index (REM, Supine): (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
828,avoarbp5,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
829,mnoarbp5,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
830,mxoarbp5,Maximum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
831,oarop5,Total number of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
832,oardrop5,"Obstructive Apnea Index (REM, Non-Supine): (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
833,avoarop5,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
834,mnoarop5,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
835,mxoarop5,Maximum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
836,oanbp5,Total number of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
837,oardnbp5,"Obstructive Apnea Index (NREM, Supine): (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
838,avoanbp5,Average duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
839,mnoanbp5,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
840,mxoanbp5,Maximum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
841,oanop5,Total number of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
842,oardnop5,"Obstructive Apnea Index (NREM, Non-Supine)): (Obstructive apneas with >= 5% oxygen desaturation and with or without arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
843,avoanop5,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
844,mnoanop5,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
845,mxoanop5,Maximum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
846,mxdrbp5,Maximum oxygen saturation in REM sleep in supine position with oxygen desaturation >= 5% from type II polysomnography,
847,mxdrop5,Maximum oxygen saturation in REM sleep in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
848,mxdnbp5,Maximum oxygen saturation in NREM sleep in supine position with oxygen desaturation >= 5% from type II polysomnography,
849,mxdnop5,Maximum oxygen saturation in NREM sleep in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
850,avdrbp5,Average oxygen desaturation for all respiratory events with >= 5% desat and with or without arousal in REM sleep in supine position: Apneas with >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
851,avdrop5,Average oxygen desaturation for all respiratory events with >= 5% desat and with or without arousal in REM sleep in non-supine position: Apneas with >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
852,avdnbp5,Average oxygen desaturation for all respiratory events with >= 5% desat and with or without arousal in NREM sleep in supine position: Apneas with >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
853,avdnop5,Average oxygen desaturation for all respiratory events with >= 5% desat and with or without arousal in NREM sleep in non-supine position: Apneas with >= 5% oxygen desaturation and with or without arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation and with or without arousal from type II polysomnography,
854,mndrbp5,Minimum oxygen saturation in REM sleep in supine position with oxygen desaturation >= 5% from type II polysomnography,
855,mndrop5,Minimum oxygen saturation in REM sleep in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
856,mndnbp5,Minimum oxygen saturation in NREM sleep in supine position with oxygen desaturation >= 5% from type II polysomnography,
857,mndnop5,Minimum oxygen saturation in NREM sleep in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
858,hremba5,Total number of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal  from type II polysomnography,
859,rdirba5,"Hypopnea Index (REM, Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
860,avhrba5,Average duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
861,mnhrba5,Minimum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
862,mxhrba5,Maximum duration of hypopnea in REM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
863,hroa5,Total number of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
864,rdiroa5,"Hypopnea Index (REM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
865,avhroa5,Average duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
866,mnhroa5,Minimum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
867,mxhroa5,Maximum duration of hypopnea in REM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
868,hnrba5,Total number of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
869,rdinba5,"Hypopnea Index (NREM, Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
870,avhnba5,Average duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
871,mnhnba5,Minimum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
872,mxhnba5,Maximum duration of hypopnea in NREM sleep in supine position: Hypopneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
873,hnroa5,Total number of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
874,rdinoa5,"Hypopnea Index (NREM, Non-Supine): (Hypopneas with > 30% flow reduction and with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
875,avhnoa5,Average duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
876,mnhnoa5,Minimum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
877,mxhnoa5,Maximum duration of hypopnea in NREM sleep in non-supine position: Hypopneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
878,carba5,Total number of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
879,cardrba5,"Central Apnea Index (REM, Supine): (Central apneas with >= 5% oxygen desaturation with arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
880,avcarba5,Average duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
881,mncarba5,Minimum duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
882,mxcarba5,Maximum duration of central apnea in REM sleep in supine position: Central apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
883,caroa5,Total number of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
884,cardroa5,"Central Apnea Index (REM, Non-Supine): (Central apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
885,avcaroa5,Average duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
886,mncaroa5,Minimum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
887,mxcaroa5,Maximum duration of central apnea in REM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
888,canba5,Total number of central apnea in NREM sleep in supine position: Central apneas with >=5% oxygen desaturation threshold used or with arousal from type II polysomnography,
889,cardnba5,"Central Apnea Index (NREM, Supine): (Central apneas with >=5% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
890,avcanba5,Average duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
891,mncanba5,Minimum duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
892,mxcanba5,Maximum duration of central apnea in NREM sleep in supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
893,canoa5,Total number of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
894,cardnoa5,"Central Apnea Index (NREM, Non-Supine): (Central apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
895,avcanoa5,Average duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
896,mncanoa5,Minimum duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
897,mxcanoa5,Maximum duration of central apnea in NREM sleep in non-supine position: Central apneas with >= 5% oxygen desaturation threshold used or with arousal from type II polysomnography,
898,oarba5,Total number of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
899,oardrba5,"Obstructive Apnea Index (REM, Supine): (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
900,avoarba5,Average duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
901,mnoarba5,Minimum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
902,mxoarba5,Maximum duration of obstructive apnea in REM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
903,oaroa5,Total number of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
904,oardroa5,"Obstructive Apnea Index (REM, Non-Supine): (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of REM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
905,avoaroa5,Average duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
906,mnoaroa5,Minimum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
907,mxoaroa5,Maximum duration of obstructive apnea in REM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
908,oanba5,Total number of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
909,oardnba5,"Obstructive Apnea Index (NREM, Supine): (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
910,avoanba5,Average duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
911,mnoanba5,Minimum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
912,mxoanba5,Maximum duration of obstructive apnea in NREM sleep in supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
913,oanoa5,Total number of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
914,oardnoa5,"Obstructive Apnea Index (NREM, Non-Supine): (Obstructive apneas with >= 5% oxygen desaturation or with arousal) / hour of NREM sleep in non-supine position from type II polysomnography",Calculated - Summary metric of sleep disordered breathing events
915,avoanoa5,Average duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
916,mnoanoa5,Minimum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
917,mxoanoa5,Maximum duration of obstructive apnea in NREM sleep in non-supine position: Obstructive apneas with >= 5% oxygen desaturation or with arousal from type II polysomnography,
918,mxdrba5,Maximum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 5% from type II polysomnography,
919,mxdroa5,Maximum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
920,mxdnba5,Maximum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 5% from type II polysomnography,
921,mxdnoa5,Maximum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
922,avdrba5,Average oxygen desaturation for all respiratory events with >= 5% desat or arousal in REM sleep in supine position: Apneas with >= 5% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation or arousal from type II polysomnography,
923,avdroa5,Average oxygen desaturation for all respiratory events with >= 5% desat or arousal in REM sleep in non-supine position: Apneas with >= 5% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation or arousal from type II polysomnography,
924,avdnba5,Average oxygen desaturation for all respiratory events with >= 5% desat or arousal in NREM sleep in supine position: Apneas with >= 5% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation or arousal from type II polysomnography,
925,avdnoa5,Average oxygen desaturation for all respiratory events with >= 5% desat or arousal in NREM sleep in non-supine position: Apneas with >= 5% oxygen desaturation or with arousal + hypopneas with > 30% flow reduction and >= 5% oxygen desaturation or arousal from type II polysomnography,
926,mndrba5,Minimum oxygen saturation in REM sleep with arousal in supine position with oxygen desaturation >= 5% from type II polysomnography,
927,mndroa5,Minimum oxygen saturation in REM sleep with arousal in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
928,mndnba5,Minimum oxygen saturation in NREM sleep with arousal in supine position with oxygen desaturation >= 5% from type II polysomnography,
929,mndnoa5,Minimum oxygen saturation in NREM sleep with arousal in non-supine position with oxygen desaturation >= 5% from type II polysomnography,
930,overall_shhs1,Polysomnography (PSG) Quality Assessment (Sleep Heart Health Study Visit One (SHHS1)): Overall signal quality,"Overall study grade as assigned by scorer.  The overall quality grade is based on the quality and duration of EEG, respiratory and oximetry signals. Based on signal quality during recording time. Studies are given a study code varying from outstanding to fair. If interested in studies of the best quality, overall quality scores of Very Good, Excellent and Oustanding can be selected. This code reflects the total duration of useable (artifact free, scorable) signals across channels, weighing those signals most critical for accurate scoring of respiratory events and staging."
931,hrov150,Polysomnography (PSG) Quality Assessment: Medical Alert - heart rate > 150 for >= 2 minutes,Medical Alert for heart rate over 150.
932,hrund30,Polysomnography (PSG) Quality Assessment: Medical Alert - heart rate < 30 for >=2 minutes,Medical Alert for heart rate under 30. 
933,oxyund70,Polysomnography (PSG) Quality Assessment: Medical Alert - oxygen saturation (SaO2) < 70 for >10% total sleep time,Medical Alert for oxygen saturation (SaO2) under 70.
934,ahiov50,Polysomnography (PSG) Quality Assessment: Medical Alert - Apnea-Hypopnea Index (AHI) > 50,Medical Alert for Apnea-Hypopnea Index (AHI) over 50.
935,gender,Gender of the participant,Gender as reported by Parent Cohort
936,race,Race of the participant,Race is presented as three (3) categories based on [suggested Biologic Specimen and Data Repository Information Coordinating Center (BioLINCC) de-identification procedures](http://www.nhlbi.nih.gov/research/funding/human-subjects/set-preparation-guidelines).
937,mstat,Marital status of the participant,
938,srhype,Self-reported hypertension (HTN) (Sleep Heart Health Study Visit One (SHHS1)),
939,parrptdiab,History of Diabetes (Sleep Heart Health Study Visit One (SHHS1)),Parent Cohort reported Diabetes Status
940,cgpkyr,Cigarette pack-years (Sleep Heart Health Study Visit One (SHHS1)),Lifetime cigarette smoking: pack years
941,alcoh,Alcohol use (Sleep Heart Health Study Visit One (SHHS1)),Usual Alcohol Intake per day
942,systbp,Average Systolic blood pressure (BP) (Sleep Heart Health Study Visit One (SHHS1)),Seated Systolic Blood Pressure (BP) (Average of two measurements)
943,diasbp,Average Diastolic blood pressure (BP) (Sleep Heart Health Study Visit One (SHHS1)),Seated Diastolic Blood Pressure (BP)
